"","name","lat","lng","address","distance","walking_distance","walking_duration"
"1","麦当劳(南京东路353广场餐厅)",31.242465,121.490683,"上海市黄浦区南京东路353号悦荟mosaicF1",645,829,11.7833333333333
"2","麦当劳(豫园2号餐厅)",31.231085,121.498004,"上海市黄浦区旧校场路125号豫园百货天裕楼B1",813,1101,15.6333333333333
"3","麦当劳(南京东路餐厅)",31.241652,121.485845,"上海市黄浦区南京东路588号丝绸商厦B1层",953,1203,17.1333333333333
