"","name","lat","lng","address","distance","walking_distance","walking_duration"
"1","星巴克(外滩中心店)",31.238085,121.494224,"延安东路222号外滩中心1层",63,137,1.95
"2","星巴克(久事大厦店)",31.24207,121.494787,"四川中路213号四川中路213号102室",465,583,8.3
