"","star","name","address","lat","lng"
"121",4,"城市酒店（上海）","黄浦陕西南路5-7号",31.2288951041255,121.463570408076
"122",4,"上海锦江国际饭店有限公司","黄浦区南京西路170号",31.2394653896005,121.478289559773
"123",4,"上海海仑宾馆有限公司","黄浦区南京东路505号",31.2416631851534,121.487425846928
"124",4," 上海王宝和大酒店 ","黄浦区九江路555号",31.2407754013345,121.486997387539
"125",4,"上海金外滩宾馆有限公司","黄浦区广东路525号",31.2377885454669,121.488098590619
"126",4,"上海新协通国际大酒店","黄浦区北京东路398号",31.2462235298377,121.488844274023
"127",4,"上海滨江欣景大酒店","黄浦区中山南路36号",31.2298873907799,121.506248028804
"128",5,"上海松江开元名都大酒店有限公司","松江区人民北路1799号",31.0434280970672,121.227501738701
"129",5,"上海世茂庄园置业有限公司世茂佘山艾美酒店","松江佘山林荫新路1288号",31.1021663391544,121.215207619322
"130",5,"上海银湖酒店有限公司佘山索菲特大酒店","松江区泗泾镇泗泾公路3388号",31.1201095578895,121.279972302522
"131",4,"上海新晖大酒店有限公司","松江区文诚路765号",31.0381851158883,121.216478522195
"132",4,"上海红楼戴斯宾馆有限公司","松江区普照路1号",31.0096593243771,121.246362971714
"133",4,"上海迎园饭店有限公司","嘉定区清河路150号",31.3883323670471,121.250328262015
"134",4,"上海汽车工业活动中心有限公司（蓝宫大饭店）","嘉定区博乐南路125号",31.3817146237798,121.26926833032
"135",4,"上海嘉定宾馆有限公司","嘉定区博乐路100号",31.3890864831218,121.26002519152
