"","name","lat","lng","address","distance","walking_distance","walking_duration"
"112"," 上海金光外滩置地有限公司威斯汀大饭店 ",31.2381280726437,121.493446539287,"黄浦区河南中路88号",136.635181373508,267,3.78333333333333
"117","上海豫园大酒店有限公司豫园万丽酒店",31.2330903530543,121.494374831133,"黄浦区河南南路159号",535.972940109523,651,9.25
