"","name","lat","lng","address","distance","walking_distance","walking_duration"
"1","星巴克(静安晶品店)",31.231876,121.453126,"上海市静安区愚园路68号晶品crystalgalleriaF1",51,47,0.666666666666667
"2","星巴克(越洋广场店)",31.229899,121.454214,"上海市静安区南京西路1601号芮欧百货F3",235,344,4.88333333333333
"3","星巴克(越洋广场3店)",31.229285,121.454177,"上海市静安区南京西路1601号芮欧百货F1",290,414,5.88333333333333
"4","星巴克(静安嘉里中心店)",31.229738,121.456896,"上海市静安区南京西路1515号静安嘉里中心B2",447,561,7.98333333333333
