"","name","lat","lng","address"
"1","中关村",40.0729019510101,116.242448220949,"北京市海淀区中关村"
"2","北京奥林匹克公园",39.9759160082632,116.387557952807,"北京市朝阳区北辰路"
"3","金融街购物中心",39.914024095891,116.356147319459,"北京市西城区金融街金城坊街2号"
"4","燕莎友谊商城",39.9475522120439,116.457012134857,"北京市朝阳区亮马桥路52号"
"5","中央商务区",39.9084221912713,116.471539690247,"北京市朝阳区大望路5号"
"6","建国门",39.906314488205,116.431683792988,"朝阳区建国门外大街26号"
"7","酒仙桥",39.9589703524686,116.485183849944,"北京市朝阳区酒仙桥南路9号"
